"","Season","League","Team","Playoffs","win_loss_pct","fg","fg2","fg3","ft","pf","age","fg_pct","fga","fg3_pct","fg3a","ft_pct","orb","drb","ast","stl","tov","off_rtg","def_rtg","pace","ts_pct","efg_pct","opp_efg_pct","sos"
"276","2012-13","NBA","Indiana Pacers","Yes",0.605,35.1,28.3,6.9,17.6,20,25.7,0.436,80.6,0.347,19.7,0.746,12.9,33,20.3,7.2,15.1,104.3,99.8,90.2,0.521,0.479,0.453,-0.69
"277","2012-13","NBA","Chicago Bulls","Yes",0.549,35.7,30.2,5.4,16.4,19.7,28,0.437,81.7,0.353,15.4,0.773,12.5,30.7,23,7.2,14.3,103.5,103.2,89.3,0.512,0.47,0.477,-0.33
"278","2012-13","NBA","Milwaukee Bucks","Yes",0.463,38.1,30.8,7.3,15.3,19,26.4,0.435,87.8,0.36,20.4,0.736,13,30.9,22.9,8.4,14.1,103.6,105.2,94.7,0.51,0.476,0.492,-0.33
"279","2012-13","NBA","Detroit Pistons","No",0.354,36.3,30.1,6.3,15.9,19.8,25.3,0.449,81,0.356,17.6,0.699,12.1,30,21.2,7,15.1,103.8,108.1,90.8,0.521,0.487,0.505,-0.34
"280","2012-13","NBA","Cleveland Cavaliers","No",0.293,36.5,29.8,6.7,16.8,21.2,24.1,0.434,84.2,0.346,19.3,0.756,12.2,28.8,20.7,7.9,14,104.3,109.4,92.3,0.514,0.473,0.523,-0.19
"281","2012-13","NBA","Miami Heat","Yes",0.805,38.4,29.6,8.7,17.4,18.7,30.3,0.496,77.4,0.396,22.1,0.754,8.2,30.4,23,8.7,13.9,112.3,103.7,90.7,0.588,0.552,0.487,-0.84
"282","2012-13","NBA","Atlanta Hawks","Yes",0.537,37.6,29,8.6,14.1,18,27.1,0.464,81,0.371,23.2,0.715,9.2,31.6,24.5,8.1,14.9,104.8,104.4,92.6,0.546,0.517,0.496,-0.48
"283","2012-13","NBA","Washington Wizards","No",0.354,35.5,28.8,6.6,15.6,20.5,25.4,0.435,81.6,0.365,18.2,0.733,10.8,32.3,21.6,7.3,15.1,100.2,103,92.2,0.512,0.475,0.483,-0.25
"284","2012-13","NBA","Charlotte Bobcats","No",0.256,34.4,28.7,5.7,18.9,19,24.4,0.425,81.1,0.335,17.1,0.75,11.2,29.1,19.4,7.2,14.1,101.5,111.5,91.5,0.507,0.46,0.524,-0.06
"285","2012-13","NBA","Orlando Magic","No",0.244,37.7,31.5,6.2,12.5,19.4,24.6,0.448,84.2,0.329,18.7,0.755,10.9,31.9,22.8,6.4,14.5,101.6,109.1,92.2,0.514,0.485,0.508,-0.14
"286","2012-13","NBA","Oklahoma City Thunder","Yes",0.732,38.1,30.8,7.3,22.2,20.2,26,0.481,79.3,0.377,19.4,0.828,10.4,33.2,21.4,8.3,15.3,112.4,102.6,93.3,0.58,0.527,0.469,-0.06
"287","2012-13","NBA","Denver Nuggets","Yes",0.695,40.7,34.4,6.4,18.4,20.5,26.1,0.478,85.2,0.343,18.5,0.701,13.3,31.7,24.4,9.3,15.3,110.4,105.1,95.1,0.549,0.515,0.493,0.28
"288","2012-13","NBA","Utah Jazz","No",0.524,37.1,31,6.2,17.5,21.3,26.3,0.454,81.8,0.366,16.9,0.764,12.1,30,22.7,8.4,14.8,106.7,106.8,90.9,0.533,0.492,0.501,0.38
"289","2012-13","NBA","Portland Trail Blazers","No",0.402,36.7,28.5,8.2,15.9,18.5,24.4,0.448,81.9,0.353,23.2,0.776,10.7,30.2,21.8,6.6,14.7,105.8,109.2,91.4,0.536,0.498,0.512,0.65
"290","2012-13","NBA","Minnesota Timberwolves","No",0.378,35.9,30.4,5.5,18.5,18.4,26.4,0.439,81.7,0.305,18,0.742,11.9,30.2,22.4,8.5,14.8,102.9,105.4,92.8,0.516,0.473,0.511,0.54
"291","2012-13","NBA","Los Angeles Clippers","Yes",0.683,38.5,30.9,7.6,16.4,20.9,28.8,0.478,80.6,0.358,21.4,0.711,11.4,30.2,23.9,9.6,14.6,110.6,103.6,91.1,0.557,0.526,0.492,-0.02
"292","2012-13","NBA","Golden State Warriors","Yes",0.573,38.2,30.1,8,16.8,21.4,25.3,0.458,83.4,0.403,19.9,0.79,10.8,34.2,22.5,6.9,15.1,106.4,105.5,94.5,0.545,0.506,0.486,0.42
"293","2012-13","NBA","Los Angeles Lakers","Yes",0.549,37.1,28.4,8.7,19.3,17.9,30.7,0.458,81,0.355,24.6,0.692,11.5,33.3,22.2,7,15,107.8,106.6,94.4,0.548,0.512,0.496,0.32
"294","2012-13","NBA","Sacramento Kings","No",0.341,37.6,30.2,7.4,17.5,20.9,25.6,0.447,84.2,0.363,20.5,0.769,11.5,29.1,20.8,8.2,14.6,106.2,111.4,93.6,0.532,0.491,0.517,0.62
"295","2012-13","NBA","Phoenix Suns","No",0.305,37.3,31.5,5.9,14.7,20.6,26.9,0.443,84.4,0.33,17.7,0.744,11.7,29.9,22.6,8,15.6,101.2,108.1,93.4,0.512,0.477,0.512,0.71
"296","2012-13","NBA","San Antonio Spurs","Yes",0.707,39.1,31.1,8.1,16.6,17.4,28.6,0.481,81.4,0.376,21.5,0.791,8.1,33.2,25.1,8.5,14.7,108.3,101.6,94.2,0.568,0.531,0.48,0.27
"297","2012-13","NBA","Memphis Grizzlies","Yes",0.683,36.1,31.5,4.7,16.5,20.2,27,0.444,81.5,0.345,13.5,0.773,12.9,29.8,20.9,8.6,14,104.9,100.3,88.4,0.514,0.472,0.475,0.18
"298","2012-13","NBA","Houston Rockets","Yes",0.549,38.1,27.5,10.6,19.2,20.3,24.4,0.461,82.7,0.366,28.9,0.754,11.1,32.3,23.2,8.3,16.4,109.7,106.1,96.1,0.564,0.525,0.502,0.22
"299","2012-13","NBA","Dallas Mavericks","No",0.5,38.8,31.4,7.4,16.1,20.7,29.5,0.462,84,0.372,19.9,0.793,9.4,32.6,23.2,7.9,14,105.9,106.5,94.1,0.544,0.506,0.492,0.36
"300","2012-13","NBA","New Orleans Hornets","No",0.329,36,29.5,6.5,15.5,20.4,24,0.448,80.4,0.363,18,0.776,12,29.6,21,6.3,14.5,105.7,110.1,88.5,0.528,0.489,0.52,0.75
"301","2011-12","NBA","Boston Celtics","Yes",0.591,35.5,30,5.5,15.4,19.9,29.3,0.46,77.1,0.367,15,0.778,7.7,31.1,23.6,7.5,14.8,101,98.2,90.4,0.535,0.496,0.452,-0.26
"302","2011-12","NBA","New York Knicks","Yes",0.545,35.8,28,7.8,18.3,21.1,26.3,0.443,80.8,0.336,23.3,0.741,11.3,30.5,20.1,9.4,16,104.4,101,93.2,0.533,0.492,0.485,-0.81
"303","2011-12","NBA","Philadelphia 76ers","Yes",0.53,37.4,32.2,5.3,13.5,17.5,24.9,0.448,83.6,0.362,14.6,0.742,10.7,32.5,22,8,11.2,103.9,99.2,89.7,0.511,0.48,0.46,-0.65
"304","2011-12","NBA","Toronto Raptors","No",0.348,34.4,28.8,5.5,16.4,23.2,25.7,0.44,78.1,0.34,16.3,0.77,10.6,31.4,20.9,6.5,15.2,100.8,104.5,89.3,0.518,0.475,0.475,-0.36
"305","2011-12","NBA","New Jersey Nets","No",0.333,34.3,26.6,7.7,16.9,19.2,26.1,0.425,80.6,0.342,22.4,0.777,11.9,28.5,19.9,7.5,15.1,102.9,109.6,90.1,0.516,0.473,0.513,-0.39
"306","2011-12","NBA","Chicago Bulls","Yes",0.758,37.4,31,6.3,15.2,17.3,27.1,0.452,82.8,0.375,16.9,0.722,13.9,32.8,23.1,6.9,14,107.4,98.3,89.1,0.523,0.49,0.45,-0.76
"307","2011-12","NBA","Indiana Pacers","Yes",0.636,35.7,29.7,5.9,20.4,21.7,26.3,0.438,81.4,0.368,16.1,0.782,12.5,31.4,18.6,7.9,14,106.7,103.1,90.7,0.526,0.474,0.476,-0.71
"308","2011-12","NBA","Milwaukee Bucks","No",0.47,37.9,31.3,6.6,16.6,19.3,26.2,0.443,85.6,0.345,19.2,0.774,12.4,30,23.5,8.3,14.1,105.5,105.2,93.7,0.521,0.481,0.489,-0.5
"309","2011-12","NBA","Detroit Pistons","No",0.379,34.7,29.9,4.8,16.6,19.6,26.3,0.438,79.3,0.346,13.9,0.752,11.7,28.5,18.7,7,15.7,101,106.3,89.2,0.51,0.468,0.5,-0.4
"310","2011-12","NBA","Cleveland Cavaliers","No",0.318,34.3,27.6,6.7,17.8,20,26,0.422,81.2,0.346,19.3,0.716,12.7,29.5,19.8,7.1,15.4,101.1,108.9,91.3,0.505,0.463,0.508,-0.14
"311","2011-12","NBA","Miami Heat","Yes",0.697,37.1,31.5,5.6,18.8,19.4,28.3,0.469,79,0.359,15.6,0.775,10.4,31.2,20,8.9,15.2,106.6,100.2,91.2,0.549,0.505,0.479,-0.27
"312","2011-12","NBA","Atlanta Hawks","Yes",0.606,36.8,29.3,7.5,15.5,17.8,27.9,0.454,81,0.37,20.2,0.74,9.9,31.3,22.4,8.1,14,104.9,101.2,90.2,0.535,0.5,0.48,-0.77
"313","2011-12","NBA","Orlando Magic","Yes",0.561,34.5,24.3,10.2,15.1,17.7,27.5,0.441,78.2,0.375,27,0.66,11.2,31.2,20,6.8,14.9,105,104.1,89,0.533,0.506,0.488,-0.33
"314","2011-12","NBA","Washington Wizards","No",0.303,36.6,31.4,5.2,15.3,21.3,24.2,0.441,83,0.32,16.3,0.727,11.7,29.9,19.1,8,15.3,101,106.2,92.5,0.508,0.472,0.492,-0.34
"315","2011-12","NBA","Charlotte Bobcats","No",0.106,33.2,29.2,4,16.5,18.9,24.5,0.414,80.2,0.295,13.5,0.746,10.3,28.7,20.1,6,14.5,95.2,110.4,91.1,0.483,0.439,0.512,-0.05
"316","2011-12","NBA","Oklahoma City Thunder","Yes",0.712,37.3,30.2,7.2,21.3,20.5,25.1,0.471,79.2,0.358,20,0.806,11,32.7,18.5,7.5,16.3,109.8,103.2,93,0.567,0.516,0.465,0.32
"317","2011-12","NBA","Denver Nuggets","Yes",0.576,39,32.4,6.6,19.6,19.7,26.6,0.476,81.9,0.332,19.9,0.735,11.2,31.9,24,8.2,15.4,109.2,106.2,94.2,0.556,0.516,0.508,0.29
"318","2011-12","NBA","Utah Jazz","Yes",0.545,38.2,34.1,4.1,19.1,21.8,25.6,0.456,83.8,0.323,12.8,0.754,13,31.1,21.8,8.3,14.2,106.8,106.1,91.4,0.525,0.481,0.493,0.3
"319","2011-12","NBA","Portland Trail Blazers","No",0.424,36.4,29.2,7.2,17.2,19,27.5,0.443,82.1,0.346,20.9,0.796,11.1,29.5,20.4,8,14.2,105.7,106.4,91.2,0.531,0.488,0.504,0.41
"320","2011-12","NBA","Minnesota Timberwolves","No",0.394,35.7,28.5,7.2,19.4,18.4,24.4,0.433,82.3,0.332,21.6,0.771,12.1,31.7,19.5,6.6,15.2,104.3,106.6,93.3,0.524,0.477,0.491,0.37
"321","2011-12","NBA","Los Angeles Lakers","Yes",0.621,36.8,31.3,5.5,18.2,16.8,29.7,0.457,80.6,0.326,16.8,0.756,12.1,34.1,22.5,5.9,15.1,106,104.4,90.5,0.534,0.491,0.476,0.54
"322","2011-12","NBA","Los Angeles Clippers","Yes",0.606,37,29.2,7.8,15.8,21.2,27.3,0.455,81.3,0.357,21.8,0.68,12.1,29.4,21,8.4,13.3,108.5,105.7,89.2,0.533,0.502,0.492,0.26
"323","2011-12","NBA","Phoenix Suns","No",0.5,37.8,31.1,6.7,16,18.7,28.9,0.458,82.5,0.343,19.6,0.757,10.9,30.8,22.5,6.5,14.1,106.2,106.5,92.6,0.536,0.499,0.491,0.53
"324","2011-12","NBA","Golden State Warriors","No",0.348,37.7,29.8,7.9,14.4,21.4,25.3,0.457,82.5,0.388,20.5,0.77,9.7,29.5,22.3,8,13.9,105.4,109.1,92.3,0.539,0.505,0.496,0.62
"325","2011-12","NBA","Sacramento Kings","No",0.333,37.7,31.5,6.2,17.1,19.5,24.3,0.436,86.5,0.316,19.7,0.736,13.4,29.5,19.3,8.5,14.4,103.8,109.8,94.7,0.51,0.472,0.515,0.73
"326","2011-12","NBA","San Antonio Spurs","Yes",0.758,39.6,31.2,8.4,16.2,17.3,27.5,0.478,82.8,0.393,21.3,0.748,10.3,32.6,23.2,7.4,13.6,110.9,103.2,92.9,0.562,0.528,0.489,0.11
"327","2011-12","NBA","Memphis Grizzlies","Yes",0.621,36.7,32.5,4.2,17.3,19.9,25.6,0.447,82.2,0.326,12.9,0.759,12.6,29.5,19.5,9.6,14.5,104,101.8,90.8,0.515,0.473,0.485,0.42
"328","2011-12","NBA","Dallas Mavericks","Yes",0.545,36.3,28.8,7.5,15.6,18.6,31.3,0.443,82,0.339,22.2,0.771,10.1,32.7,20.9,8.6,14,103.3,102.3,91.4,0.527,0.489,0.479,0.83
"329","2011-12","NBA","Houston Rockets","No",0.515,37.7,30.5,7.2,15.4,20.4,26.2,0.449,84,0.359,20.2,0.782,11.7,30.5,21.3,7.5,14.5,105.5,105.2,91.7,0.529,0.492,0.49,0.35
"330","2011-12","NBA","New Orleans Hornets","No",0.318,34.8,30.9,3.9,16,20.1,25.5,0.451,77.3,0.333,11.8,0.757,11,30.2,20.7,7.4,15.5,100.9,105.1,88.3,0.517,0.476,0.485,0.65
"331","2010-11","NBA","Boston Celtics","Yes",0.683,36.9,31.9,5,17.8,20.5,29.5,0.486,75.8,0.365,13.6,0.77,7.8,31,23.4,8.2,14.6,106.2,100.3,90.4,0.561,0.519,0.469,-0.54
"332","2010-11","NBA","New York Knicks","Yes",0.512,38.3,29,9.3,20.6,21.3,25.3,0.457,83.7,0.368,25.4,0.809,10.3,30.1,21.4,7.6,13.7,110.9,110.1,95.6,0.561,0.513,0.511,-0.3
"333","2010-11","NBA","Philadelphia 76ers","Yes",0.5,38.1,32.7,5.4,17.4,19.4,24.7,0.461,82.6,0.355,15.2,0.77,10.4,31.4,22.7,7.6,13,106.6,105,91.7,0.535,0.494,0.487,-0.5
"334","2010-11","NBA","New Jersey Nets","No",0.293,35.6,30,5.6,17.4,22,24.8,0.44,81,0.343,16.3,0.759,11.1,29.8,21,5.6,14,103.1,109.9,89.9,0.517,0.474,0.503,-0.04
"335","2010-11","NBA","Toronto Raptors","No",0.268,38.3,34.1,4.2,18.2,22,24.5,0.465,82.4,0.316,13.3,0.755,11.7,28.6,21.9,7.1,14.7,106.1,112.9,92.9,0.533,0.491,0.522,0.01
"336","2010-11","NBA","Chicago Bulls","Yes",0.756,37.1,30.9,6.2,18.2,20,26.4,0.462,80.3,0.361,17.3,0.743,11.8,32.4,22.3,7.2,14.2,108.3,100.3,90.4,0.541,0.501,0.463,-0.79
"337","2010-11","NBA","Indiana Pacers","Yes",0.451,36.6,29.5,7.1,19.4,21.7,25.9,0.442,82.8,0.354,20.2,0.782,11.1,32.4,19.6,7.1,15.4,104.8,106,94.7,0.533,0.486,0.487,-0.3
"338","2010-11","NBA","Milwaukee Bucks","No",0.427,34.3,28.4,5.9,17.4,20.5,26.7,0.43,79.8,0.342,17.2,0.757,10.5,30.2,18.8,7.5,13.5,101.6,102.5,89.8,0.511,0.467,0.481,-0.17
"339","2010-11","NBA","Detroit Pistons","No",0.366,37.3,31.5,5.8,16.7,19.9,27.2,0.46,81.1,0.376,15.3,0.737,11.4,27.3,21.1,7.3,13,107.7,111.7,89.2,0.533,0.495,0.526,-0.18
"340","2010-11","NBA","Cleveland Cavaliers","No",0.232,35.2,29,6.2,18.9,20.1,26.6,0.434,81.1,0.342,18.2,0.745,10.4,29.9,21,6.6,14.2,102.2,111.8,93,0.518,0.472,0.524,0.14
"341","2010-11","NBA","Miami Heat","Yes",0.707,37,30.3,6.7,21.5,20.4,29,0.481,76.8,0.37,18,0.769,9.6,32.5,20,6.6,13.9,111.7,103.5,90.9,0.573,0.524,0.475,-0.71
"342","2010-11","NBA","Orlando Magic","Yes",0.634,36,26.7,9.4,17.7,20,27.6,0.461,78.2,0.366,25.6,0.692,10.5,32.7,20,6.7,14.9,107.9,102,91.2,0.554,0.521,0.475,-0.54
"343","2010-11","NBA","Atlanta Hawks","Yes",0.537,36.2,30.1,6.1,16.4,19,27.4,0.462,78.4,0.352,17.4,0.779,9.3,30,22,6.1,13.6,106.1,107,89.3,0.542,0.501,0.495,-0.28
"344","2010-11","NBA","Charlotte Bobcats","No",0.415,35,30.2,4.8,18.4,20,26.9,0.451,77.6,0.327,14.7,0.756,10.3,29.8,21.1,6.4,14.5,103.4,107.8,89.6,0.528,0.482,0.5,-0.08
"345","2010-11","NBA","Washington Wizards","No",0.28,37.2,32.4,4.8,18.2,22.6,24.9,0.443,84,0.332,14.4,0.745,12.4,29,19.4,8.1,15.3,102.4,110.2,93.8,0.513,0.471,0.512,0.11
"346","2010-11","NBA","Oklahoma City Thunder","Yes",0.671,37.4,31.5,5.9,24.1,22.4,23.7,0.464,80.6,0.347,17.1,0.823,11,31.8,20.4,8,14.1,111.2,107.2,92.7,0.561,0.501,0.493,0.02
"347","2010-11","NBA","Denver Nuggets","Yes",0.61,38.4,30.3,8.1,22.7,21,27.3,0.476,80.6,0.388,20.8,0.765,9.6,32.3,22.1,7.4,14.1,112.3,107.3,95.6,0.574,0.526,0.5,0.05
"348","2010-11","NBA","Portland Trail Blazers","Yes",0.585,36,29.7,6.3,18,19.3,26.7,0.447,80.5,0.345,18.3,0.804,12.1,27.2,21.2,8,13,108.8,107.1,87.9,0.533,0.486,0.51,0.32
"349","2010-11","NBA","Utah Jazz","No",0.476,37.4,32.1,5.3,19.4,22.7,26.8,0.465,80.4,0.346,15.3,0.771,11,28.5,23.4,7.7,14.3,108.1,110.1,91,0.544,0.498,0.505,0.39
"350","2010-11","NBA","Minnesota Timberwolves","No",0.207,37.7,30.5,7.2,18.5,22.3,23.8,0.441,85.5,0.376,19.1,0.768,13.2,31.2,20.1,7.2,17,104.2,111.1,96.5,0.526,0.483,0.514,0.67
"351","2010-11","NBA","Los Angeles Lakers","Yes",0.695,38.1,31.8,6.4,18.8,19,30.2,0.463,82.4,0.352,18.1,0.779,12.1,31.9,22,7.3,13.1,111,104.3,90.7,0.545,0.502,0.477,-0.1
"352","2010-11","NBA","Phoenix Suns","No",0.488,39.3,30.7,8.5,18,20.3,29.6,0.47,83.5,0.377,22.6,0.759,10,30.2,23.7,6.6,14.3,109.5,110.4,94.4,0.559,0.522,0.513,0.43
"353","2010-11","NBA","Golden State Warriors","No",0.439,39.6,31.3,8.4,15.7,22,25.2,0.461,85.9,0.392,21.3,0.761,11.6,28.9,22.5,9,14.6,108.2,110.7,94.8,0.544,0.51,0.509,0.33
"354","2010-11","NBA","Los Angeles Clippers","No",0.39,36.8,30.5,6.3,18.9,21.1,24.6,0.457,80.4,0.338,18.5,0.707,11.6,30.5,22.1,7.1,16.4,105.3,108.7,92.8,0.535,0.496,0.499,0.42
"355","2010-11","NBA","Sacramento Kings","No",0.293,38.2,33,5.2,17.7,22,24.8,0.449,85.1,0.335,15.6,0.734,13.1,30.8,20.4,7.4,16.1,103.5,109,95.2,0.519,0.48,0.513,0.54
"356","2010-11","NBA","San Antonio Spurs","Yes",0.744,38.4,30,8.4,18.5,19,28.8,0.475,80.8,0.397,21.1,0.767,10.1,31.7,22.4,7.3,13.4,111.8,105.6,92.3,0.567,0.527,0.491,0.16
"357","2010-11","NBA","Dallas Mavericks","Yes",0.695,37.4,29.6,7.9,17.5,19.2,30.9,0.475,78.8,0.365,21.6,0.777,9.5,31.9,23.8,6.8,14,109.7,105,91.3,0.565,0.525,0.488,0.18
"358","2010-11","NBA","New Orleans Hornets","Yes",0.561,35.9,30.5,5.4,17.7,21,26.3,0.459,78.2,0.36,15,0.765,10,30.1,20.6,7.6,13,106.2,105.2,88.7,0.537,0.493,0.501,0.39
"359","2010-11","NBA","Memphis Grizzlies","Yes",0.561,39,35.3,3.8,18.1,20.8,25.2,0.471,82.9,0.334,11.3,0.75,11.8,29.2,20.6,9.4,14,107.6,105.1,91.9,0.534,0.493,0.502,0.2
"360","2010-11","NBA","Houston Rockets","No",0.524,38.7,30.4,8.3,20.3,20,26.5,0.454,85.1,0.367,22.5,0.801,11.7,31.1,23.8,7.1,13.5,111.3,109,94.2,0.55,0.503,0.5,0.19
"361","2009-10","NBA","Boston Celtics","Yes",0.61,37.1,31,6.1,19,22.1,29.4,0.483,76.8,0.348,17.5,0.746,8.7,29.9,23.5,8.5,14.9,107.7,103.8,91.6,0.564,0.522,0.487,-0.29
"362","2009-10","NBA","Toronto Raptors","No",0.488,39,32.7,6.3,19.7,22.2,25.2,0.482,80.9,0.371,17,0.764,9.8,30.6,22,5.7,13.4,111.3,113.2,93.1,0.564,0.521,0.513,-0.05
"363","2009-10","NBA","New York Knicks","No",0.354,38.1,29.1,9.1,16.8,20,25.4,0.455,83.9,0.346,26.2,0.782,10.2,30.2,21.6,7.1,14,107.6,111.6,94,0.547,0.509,0.526,-0.19
"364","2009-10","NBA","Philadelphia 76ers","No",0.329,37.6,31.9,5.8,16.7,20.5,25.4,0.46,81.8,0.343,16.8,0.756,11.5,29.5,21,8.1,14.5,106.1,110.3,91.6,0.534,0.496,0.518,-0.03
"365","2009-10","NBA","New Jersey Nets","No",0.146,34.3,29.7,4.6,19.2,20,24.8,0.429,79.9,0.318,14.5,0.78,10.9,28.8,18.8,7,14.4,100.6,110.5,91.4,0.509,0.458,0.517,0.19
"366","2009-10","NBA","Cleveland Cavaliers","Yes",0.744,37.8,30.5,7.3,19.1,19.4,28,0.485,77.9,0.381,19.3,0.72,9.6,32.8,22.4,6.9,13.9,111.2,104.1,91.4,0.57,0.532,0.482,-0.36
"367","2009-10","NBA","Milwaukee Bucks","Yes",0.561,37.2,29.3,7.9,15.4,22.2,26.4,0.436,85.3,0.356,22.1,0.755,11.8,31.2,21.2,7.1,13.2,104.9,103.1,91.7,0.518,0.482,0.486,-0.32
"368","2009-10","NBA","Chicago Bulls","Yes",0.5,37.6,33.3,4.3,18,20.1,26.2,0.451,83.2,0.33,13,0.754,11.4,33.1,20.8,6.5,14.3,103.5,105.3,93.1,0.52,0.477,0.484,0
"369","2009-10","NBA","Indiana Pacers","No",0.39,36.8,28.8,8,19.1,22.5,26.6,0.443,83.2,0.348,23.1,0.775,9.6,31.9,21.1,7.1,15,103.7,106.8,97.1,0.536,0.491,0.49,-0.1
"370","2009-10","NBA","Detroit Pistons","No",0.329,35.9,31.3,4.6,17.7,22.2,26.7,0.445,80.5,0.314,14.5,0.728,12.8,27.3,19.4,7.3,13.4,105.6,111.4,88.5,0.515,0.474,0.526,0.09
"371","2009-10","NBA","Orlando Magic","Yes",0.72,36.6,26.4,10.3,19.2,19.9,27.9,0.47,78,0.375,27.3,0.724,9.9,33.4,19.7,6.2,14.1,111.4,103.3,92,0.573,0.536,0.477,-0.37
"372","2009-10","NBA","Atlanta Hawks","Yes",0.646,38.8,32.4,6.4,17.7,19.9,26.5,0.468,82.9,0.36,17.7,0.759,11.8,29.9,21.8,7.2,12,111.9,106.7,90.1,0.545,0.506,0.496,-0.22
"373","2009-10","NBA","Miami Heat","Yes",0.573,36.4,30.4,6,17.7,20.9,27.1,0.458,79.5,0.346,17.4,0.752,10.7,31.1,18.9,7.4,13.2,106.6,104.1,89.6,0.537,0.496,0.48,-0.29
"374","2009-10","NBA","Charlotte Bobcats","Yes",0.537,34.9,29.2,5.6,20,19.5,27.4,0.453,76.9,0.346,16.2,0.751,10.5,30.4,20.2,7.7,15.7,104.4,102.8,90.4,0.538,0.49,0.491,-0.17
"375","2009-10","NBA","Washington Wizards","No",0.317,36.7,31.4,5.3,17.6,21.4,27.6,0.449,81.7,0.353,14.9,0.762,11.8,30,19,6,14.9,104.2,109.4,91.6,0.524,0.481,0.502,0.06
"376","2009-10","NBA","Denver Nuggets","Yes",0.646,38.1,31.5,6.6,23.6,22.5,27.7,0.468,81.4,0.359,18.5,0.772,10.8,30.5,21,8.3,13.9,111.8,107.5,94.8,0.561,0.509,0.495,0.06
"377","2009-10","NBA","Utah Jazz","Yes",0.646,39.4,34,5.4,20.2,22.7,25.6,0.491,80.2,0.364,14.7,0.741,10.6,31.6,26.7,8.2,15.2,110.7,105,93.8,0.565,0.524,0.492,-0.01
"378","2009-10","NBA","Portland Trail Blazers","Yes",0.61,36.3,30.3,6,19.6,20.9,26.6,0.461,78.7,0.354,16.9,0.79,11.1,29.1,20.4,6.4,12.3,110.8,107.1,87.7,0.547,0.499,0.502,-0.13
"379","2009-10","NBA","Oklahoma City Thunder","Yes",0.61,37.4,32.3,5.1,21.7,21.3,23.2,0.462,80.8,0.34,15,0.805,11.7,31.8,20,8,15,108.3,104.6,93.1,0.547,0.494,0.483,0.06
"380","2009-10","NBA","Minnesota Timberwolves","No",0.183,37.9,33,4.9,17.5,20.7,24.1,0.449,84.4,0.341,14.4,0.746,11.7,31.2,19.8,7.3,16.3,101.7,111.6,96.1,0.518,0.478,0.525,0.54
"381","2009-10","NBA","Los Angeles Lakers","Yes",0.695,38.3,31.9,6.5,18.5,19.4,28.4,0.457,83.8,0.341,19,0.765,11.9,32.5,21.1,7.5,13.4,108.8,103.7,92.8,0.538,0.496,0.484,0.06
"382","2009-10","NBA","Phoenix Suns","Yes",0.659,40.7,31.8,8.9,19.9,20.9,28.5,0.492,82.8,0.412,21.6,0.77,11.1,31.9,23.3,5.8,14.8,115.3,110.2,95.3,0.585,0.546,0.491,-0.23
"383","2009-10","NBA","Los Angeles Clippers","No",0.354,36.6,30.7,5.9,16.6,19.3,27.3,0.455,80.5,0.332,17.8,0.73,11.3,30.5,22.1,6.5,15.7,103.3,110.1,92.6,0.529,0.491,0.509,0.34
"384","2009-10","NBA","Golden State Warriors","No",0.317,40.6,32.9,7.7,19.9,23,25.1,0.469,86.5,0.375,20.6,0.782,9.2,29.2,22.4,9.3,14.7,108.1,111.7,100.4,0.557,0.514,0.525,0.32
"385","2009-10","NBA","Sacramento Kings","No",0.305,38.3,32.5,5.9,17.4,22.3,24.1,0.456,84.1,0.349,16.9,0.726,11.9,30.7,20.5,6.9,15,105.3,109.9,94,0.528,0.491,0.505,0.3
"386","2009-10","NBA","Dallas Mavericks","Yes",0.671,38.3,31.5,6.8,18.6,19.1,30.7,0.464,82.4,0.372,18.3,0.816,10.2,31.5,23.4,7.6,12.9,109.2,106.3,92.5,0.552,0.506,0.495,-0.06
"387","2009-10","NBA","San Antonio Spurs","Yes",0.61,38.4,31.7,6.8,17.8,20.4,28.7,0.473,81.2,0.358,18.9,0.74,10.8,32,22.3,6.3,13.6,110,104.5,91.7,0.552,0.515,0.483,-0.02
"388","2009-10","NBA","Houston Rockets","No",0.512,37.7,29.9,7.9,19,20.9,26,0.447,84.4,0.351,22.4,0.772,11.8,30.1,21.8,7.1,14.5,107.6,108,94,0.537,0.494,0.511,0.35
"389","2009-10","NBA","Memphis Grizzlies","No",0.488,39.3,35.1,4.2,19.7,20.2,24.1,0.469,83.8,0.337,12.4,0.733,13,30.4,18.8,7.9,15.2,108.3,109.9,93.6,0.536,0.494,0.52,0.13
"390","2009-10","NBA","New Orleans Hornets","No",0.451,38.8,31.8,7,15.8,19.6,27.5,0.464,83.4,0.363,19.2,0.778,10.4,29.9,22.3,7.6,13.5,107.4,110.1,92.6,0.543,0.506,0.523,0.19
"391","2008-09","NBA","Boston Celtics","Yes",0.756,37.5,30.9,6.6,19.4,23.1,27.8,0.486,77.2,0.397,16.5,0.765,10.6,31.5,22.7,7.6,15.6,110.5,102.3,90.4,0.571,0.528,0.47,-0.07
"392","2008-09","NBA","Philadelphia 76ers","Yes",0.5,36.5,32.4,4.2,20.1,20.1,26.1,0.459,79.7,0.318,13.1,0.745,12.7,28.5,20.1,8,14.1,107.9,107.8,90,0.532,0.485,0.507,0.09
