"","Season","League","Team","Playoffs","win_loss_pct","fg","fg2","fg3","ft","pf","age","fg_pct","fga","fg3_pct","fg3a","ft_pct","orb","drb","ast","stl","tov","off_rtg","def_rtg","pace","ts_pct","efg_pct","opp_efg_pct","sos"
"820","1994-95","NBA","Dallas Mavericks","No",0.439,39.4,34.6,4.7,19.8,22.1,24.3,0.44,89.5,0.322,14.6,0.734,18.5,29.7,23.7,7.1,16.4,107.6,110.6,94.7,0.509,0.466,0.519,0.51
"821","1994-95","NBA","Minnesota Timberwolves","No",0.256,34,30.2,3.9,22.2,25.3,25.4,0.449,75.8,0.313,12.4,0.775,10.8,25.5,21.7,7.4,17.1,102.6,112.4,91.4,0.532,0.475,0.51,0.78
"822","1994-95","NBA","Phoenix Suns","Yes",0.72,40.9,33.8,7.1,21.7,22.4,29.2,0.482,85,0.369,19.3,0.756,12.5,29.3,26.8,8.4,14.2,114.5,110.4,95.9,0.567,0.524,0.515,-0.02
"823","1994-95","NBA","Seattle SuperSonics","Yes",0.695,40.4,34.4,6,23.7,25.2,28.7,0.491,82.2,0.376,15.9,0.758,13,28.5,25.8,11.2,15.8,114.8,106.3,95.5,0.575,0.527,0.492,-0.27
"824","1994-95","NBA","Los Angeles Lakers","Yes",0.585,40,33.6,6.4,18.6,23.6,25.9,0.463,86.4,0.352,18.2,0.735,13.7,28.2,25.3,9.1,15.2,109.1,109.4,95.2,0.539,0.5,0.5,0.21
"825","1994-95","NBA","Portland Trail Blazers","Yes",0.537,39.2,33.6,5.6,19,24.7,29.3,0.451,87,0.365,15.4,0.697,16.5,29.8,22.5,8.1,14.8,109.7,105.7,93.8,0.521,0.483,0.491,-0.02
"826","1994-95","NBA","Sacramento Kings","No",0.476,36.9,32.5,4.4,20.1,24.9,26.4,0.468,78.8,0.346,12.6,0.711,13.1,28.4,22.2,7.9,17.7,105.5,106.5,92.3,0.538,0.496,0.481,0.26
"827","1994-95","NBA","Golden State Warriors","No",0.317,39.2,32.6,6.7,20.6,22,26,0.468,83.8,0.341,19.5,0.704,13.4,28.9,24.6,7.9,18.3,106.7,112.2,97.9,0.547,0.508,0.522,0.51
"828","1994-95","NBA","Los Angeles Clippers","No",0.207,37.3,33.3,4,18,26.2,24.9,0.444,84,0.315,12.8,0.71,13,25.3,22,9.6,16.3,101.5,111.1,94.3,0.508,0.468,0.526,0.73
"829","1993-94","NBA","New York Knicks","Yes",0.695,37.8,33.9,3.9,19.1,24.4,28.9,0.46,82.1,0.348,11.1,0.746,14.3,31,25.2,9.2,16.6,105.7,98.2,92.8,0.527,0.483,0.451,-0.5
"830","1993-94","NBA","Orlando Magic","Yes",0.61,40.7,35.9,4.8,19.4,20.9,25.8,0.485,83.9,0.347,13.9,0.678,14.4,28.7,25.2,8.3,16.2,110.8,106.7,95.2,0.547,0.514,0.479,-0.21
"831","1993-94","NBA","New Jersey Nets","Yes",0.549,38.6,35.9,2.7,23.2,20.6,26.6,0.445,86.8,0.327,8.3,0.762,15.9,31.2,23.2,8.5,14.6,107.2,104.9,95.5,0.515,0.461,0.475,-0.08
"832","1993-94","NBA","Miami Heat","Yes",0.512,39,34.9,4.1,21.3,24.7,26,0.464,84.1,0.338,12.2,0.785,15.1,29.4,22.6,7.8,16,109.5,106.7,93.8,0.538,0.488,0.479,-0.27
"833","1993-94","NBA","Boston Celtics","No",0.39,40.6,39,1.7,17.8,22.5,27.8,0.472,86.1,0.289,5.8,0.73,12.6,29,23.5,8.2,15.1,104.2,108.7,95.6,0.521,0.482,0.494,0.01
"834","1993-94","NBA","Philadelphia 76ers","No",0.305,37.8,34,3.9,18.4,18.1,27.2,0.455,83.2,0.338,11.5,0.714,12.3,29.2,22.3,8.1,16.7,101.7,109.7,95.7,0.518,0.478,0.502,0.25
"835","1993-94","NBA","Washington Bullets","No",0.293,39,36.3,2.7,19.7,20.9,25.8,0.468,83.2,0.297,9.1,0.748,13.1,26.7,22.2,8.5,17.1,104.5,112.2,95.9,0.529,0.484,0.526,0.25
"836","1993-94","NBA","Atlanta Hawks","Yes",0.695,39.6,36.3,3.3,19,19.8,28.7,0.461,85.8,0.323,10.1,0.752,15.2,29.5,25.1,11.2,15.3,107.2,101.7,94.2,0.523,0.48,0.475,-0.33
"837","1993-94","NBA","Chicago Bulls","Yes",0.671,39.6,36.7,2.8,16,21.3,27.7,0.476,83.1,0.354,8,0.705,13.9,29.2,25.6,9,15.9,106.1,102.7,91.9,0.526,0.493,0.482,-0.22
"838","1993-94","NBA","Indiana Pacers","Yes",0.573,38.6,36.4,2.2,21.5,24.1,27.2,0.486,79.5,0.368,6.1,0.738,13.8,29.4,25.1,8.6,17.6,107.8,104.2,93.3,0.547,0.5,0.471,-0.19
"839","1993-94","NBA","Cleveland Cavaliers","Yes",0.573,38.2,34.6,3.6,21.2,20.7,27.9,0.465,82.1,0.362,9.9,0.77,13.3,28.7,25,8.6,13.9,109.4,105.1,91.7,0.537,0.487,0.484,-0.39
"840","1993-94","NBA","Charlotte Hornets","No",0.5,41.2,37.1,4.1,19.9,21.3,27.6,0.476,86.6,0.367,11.2,0.764,12.4,30.2,27,8.8,15.4,108.4,108.6,97.5,0.543,0.5,0.492,-0.01
"841","1993-94","NBA","Milwaukee Bucks","No",0.244,37.1,33.1,4,18.7,22.2,26.1,0.447,83,0.325,12.4,0.702,13.7,26.3,23.7,9.8,16.4,102.5,109.3,94.5,0.512,0.471,0.513,0.24
"842","1993-94","NBA","Detroit Pistons","No",0.244,38.6,34.3,4.4,15.3,23.6,27.5,0.452,85.6,0.344,12.7,0.731,12.5,28.3,21.5,7.3,15.1,102.7,110.9,94.2,0.511,0.477,0.493,0.33
"843","1993-94","NBA","Houston Rockets","Yes",0.707,39,33.8,5.2,17.9,20.1,28.1,0.475,82.1,0.334,15.7,0.743,11.3,31.9,25.5,8.7,16.3,105.9,101.4,95,0.545,0.507,0.458,-0.12
"844","1993-94","NBA","San Antonio Spurs","Yes",0.671,38.8,35.7,3,19.5,20.3,29,0.475,81.6,0.349,8.7,0.742,14.5,31.7,23.1,6.8,14.6,110.4,104.6,90.1,0.537,0.494,0.467,-0.21
"845","1993-94","NBA","Utah Jazz","Yes",0.646,39.1,36.9,2.2,21.5,24.2,29.4,0.477,82.1,0.32,6.8,0.74,12.9,29.1,26.6,9.2,14.5,108.6,104.1,93.1,0.537,0.49,0.469,-0.12
"846","1993-94","NBA","Denver Nuggets","Yes",0.512,38.5,36.4,2.1,21.2,23.5,24.8,0.465,82.7,0.285,7.3,0.718,13.5,31.2,21.5,8.3,17.3,103.9,102.3,96.1,0.524,0.478,0.453,0.05
"847","1993-94","NBA","Minnesota Timberwolves","No",0.244,36.4,34.2,2.2,21.7,24.6,26.2,0.457,79.7,0.329,6.8,0.772,12.1,28.6,24,7.3,18,101.9,109.2,94.7,0.525,0.471,0.488,0.38
"848","1993-94","NBA","Dallas Mavericks","No",0.159,37.3,34.3,2.9,17.7,24.5,25.3,0.432,86.2,0.312,9.4,0.747,15.5,26.2,19.9,9.4,17,100.4,109.6,94.5,0.492,0.449,0.513,0.5
"849","1993-94","NBA","Seattle SuperSonics","Yes",0.768,40.7,37.8,3,21.6,23.3,28.1,0.484,84.2,0.335,8.8,0.745,14,27.2,25.8,12.8,15.4,111.1,101.5,95.1,0.547,0.501,0.479,-0.41
"850","1993-94","NBA","Phoenix Suns","Yes",0.683,41.8,37.6,4.2,20.4,20,28.7,0.484,86.3,0.33,12.7,0.728,14.9,29.9,27.6,9.1,15.9,111.7,106.8,96.7,0.548,0.509,0.493,-0.17
"851","1993-94","NBA","Golden State Warriors","Yes",0.61,42.8,39.3,3.5,18.6,21.8,25,0.492,87.1,0.339,10.5,0.664,14.4,29.2,26.8,9.8,17.5,108.3,106.5,99.1,0.542,0.512,0.488,0.01
"852","1993-94","NBA","Portland Trail Blazers","Yes",0.573,41.1,37.8,3.3,21.7,22.3,28.6,0.454,90.6,0.353,9.4,0.743,15.9,30,25.2,9.1,14.8,108.1,105.5,98.8,0.518,0.472,0.49,-0.04
"853","1993-94","NBA","Los Angeles Lakers","No",0.402,40.1,37.2,2.9,17.2,22.9,26.5,0.45,89.2,0.3,9.8,0.717,15.4,26.9,24.2,9.2,14.6,104.8,109.3,95.5,0.503,0.466,0.492,0.36
"854","1993-94","NBA","Sacramento Kings","No",0.341,38.8,35.6,3.1,20.4,24.1,26.7,0.452,85.7,0.353,8.9,0.731,13.7,28.6,24.7,8.2,16.3,103.3,109.2,97.5,0.516,0.471,0.499,0.44
"855","1993-94","NBA","Los Angeles Clippers","No",0.329,40.8,37.7,3.1,18.4,21.6,27,0.467,87.4,0.303,10.1,0.709,13.7,29.4,26.5,9.8,18,102.9,108.6,99.6,0.521,0.484,0.494,0.44
"856","1992-93","NBA","New York Knicks","Yes",0.732,39.1,36.8,2.4,20.9,25.7,28.3,0.465,84.1,0.32,7.4,0.741,14,32.4,25.9,8.3,15.8,106.1,99.7,94.5,0.526,0.479,0.444,-0.29
"857","1992-93","NBA","Boston Celtics","Yes",0.585,42.1,40.8,1.3,18.1,22.7,28.6,0.487,86.5,0.287,4.7,0.777,13.1,29.7,24.4,7.9,14.3,108.7,107.8,94.9,0.536,0.495,0.479,0.04
"858","1992-93","NBA","New Jersey Nets","Yes",0.524,39.9,38,1.9,21.1,23.1,27.3,0.462,86.4,0.318,6,0.767,15.7,30.6,22.8,8.5,16.5,106.5,105.2,96,0.522,0.473,0.48,-0.05
"859","1992-93","NBA","Orlando Magic","No",0.5,39.7,35.9,3.9,22.2,23.5,25.8,0.486,81.8,0.357,10.8,0.73,12.7,31.3,23.8,6.6,17.4,108.5,107.1,96.3,0.554,0.509,0.473,0.03
"860","1992-93","NBA","Miami Heat","No",0.439,38.1,34.1,4.1,23.3,24.5,25.2,0.456,83.5,0.354,11.5,0.771,13.8,29.1,20.6,7.4,15.7,107.7,108.9,94.6,0.535,0.481,0.495,0.21
"861","1992-93","NBA","Philadelphia 76ers","No",0.317,39.3,35.3,4,21.7,19.6,27.1,0.456,86.3,0.351,11.5,0.786,12.6,29.6,24.9,8.2,16.6,104.6,110.4,98.5,0.53,0.479,0.504,0.51
"862","1992-93","NBA","Washington Bullets","No",0.268,40.3,38.1,2.1,19.2,21.9,26.1,0.467,86.2,0.301,7,0.748,12.6,28.3,25.7,8.2,16.1,103.6,110.8,97.7,0.523,0.48,0.51,0.55
"863","1992-93","NBA","Chicago Bulls","Yes",0.695,42.4,39.4,3,17.5,22,28.1,0.482,87.9,0.365,8.2,0.733,15.7,27.8,26,9.5,13.5,112.9,106.1,92.5,0.535,0.499,0.493,-0.1
"864","1992-93","NBA","Cleveland Cavaliers","Yes",0.659,41.8,38.3,3.5,20.7,19.3,28.8,0.497,84,0.381,9,0.802,11.3,30.4,28.6,7.5,13.7,112.7,106,94.8,0.565,0.518,0.482,-0.15
"865","1992-93","NBA","Charlotte Hornets","Yes",0.537,42.8,40.7,2.1,22.3,21.8,25.7,0.487,87.9,0.326,6.5,0.771,13.4,30.6,26.4,7.8,16.2,109.5,109.7,100.2,0.547,0.499,0.487,0.22
"866","1992-93","NBA","Atlanta Hawks","Yes",0.524,41.4,36.7,4.7,20.1,22,27.1,0.466,88.7,0.355,13.1,0.742,15.7,28.6,25.4,9.8,16.3,109.3,110.2,97.6,0.534,0.493,0.516,0.2
"867","1992-93","NBA","Indiana Pacers","Yes",0.5,41.1,38,3.1,22.4,24.9,26.8,0.48,85.6,0.326,9.6,0.766,14.9,29.9,26.1,7.5,15.3,111.9,110.1,96,0.547,0.498,0.485,0.08
"868","1992-93","NBA","Detroit Pistons","No",0.488,39.8,36.3,3.6,17.4,21.3,29.9,0.453,87.9,0.322,11.1,0.729,15.8,28.2,23.7,7.1,14,107.4,108.9,93.2,0.511,0.473,0.5,0.29
"869","1992-93","NBA","Milwaukee Bucks","No",0.341,39.9,36,3.8,18.8,24.1,26.9,0.472,84.4,0.333,11.4,0.742,12.8,25.8,25.4,10.5,16.6,106.2,110.1,96.1,0.535,0.495,0.502,0.47
"870","1992-93","NBA","Houston Rockets","Yes",0.671,40,35.3,4.7,19.3,20.7,27.4,0.486,82.2,0.361,13.1,0.758,12,30.9,25.8,8.3,15.8,109.6,105.2,94.4,0.557,0.515,0.474,-0.66
"871","1992-93","NBA","San Antonio Spurs","Yes",0.598,40.4,37.5,2.9,21.9,22.5,27.5,0.49,82.5,0.341,8.4,0.765,11.2,31,24.5,7.1,15,109.6,106.8,95.4,0.555,0.507,0.477,-0.46
"872","1992-93","NBA","Utah Jazz","Yes",0.573,40.7,39.1,1.6,23.3,24,29.3,0.489,83.3,0.314,5,0.766,12.7,30,26.5,9.1,15.5,109.6,107.4,96.5,0.55,0.498,0.487,-0.43
"873","1992-93","NBA","Denver Nuggets","No",0.439,40.9,39.2,1.7,21.8,24.9,24.8,0.46,88.8,0.304,5.5,0.756,15.4,31.3,21.2,7.9,17.2,104.6,106.3,99.8,0.518,0.47,0.476,-0.4
"874","1992-93","NBA","Minnesota Timberwolves","No",0.232,37.1,35.1,2,21.9,24.7,25.8,0.466,79.6,0.292,6.9,0.798,11.5,26.9,24.4,7.9,17.3,103.6,111.8,93.8,0.535,0.479,0.503,0.16
"875","1992-93","NBA","Dallas Mavericks","No",0.134,38.6,35.1,3.5,18.7,28.1,24.9,0.435,88.7,0.338,10.2,0.705,15,27.6,20.5,7.9,17.8,99.5,114.7,99.5,0.495,0.455,0.519,0.52
"876","1992-93","NBA","Phoenix Suns","Yes",0.756,42.6,37.8,4.9,23.3,21.2,28.2,0.493,86.5,0.363,13.4,0.753,13.9,30.6,25.5,9.2,16.6,113.3,106.7,99.8,0.566,0.521,0.496,-0.39
"877","1992-93","NBA","Seattle SuperSonics","Yes",0.671,42.4,39.7,2.7,21,24,27.7,0.486,87.1,0.357,7.4,0.761,14.9,27.5,23.2,11.5,15.5,112.3,104.9,96,0.546,0.502,0.489,-0.42
"878","1992-93","NBA","Portland Trail Blazers","Yes",0.622,41,37.6,3.4,23.2,23.1,28.2,0.458,89.5,0.326,10.3,0.745,15,30.6,24,9.4,14.8,108.3,105.2,99.1,0.526,0.476,0.488,-0.19
"879","1992-93","NBA","Los Angeles Clippers","Yes",0.5,43.2,41.6,1.6,19,23.4,26.7,0.484,89.4,0.271,6,0.718,14.4,28.8,27.3,10.3,16.3,107.4,107.1,99.1,0.53,0.493,0.489,-0.03
"880","1992-93","NBA","Los Angeles Lakers","Yes",0.476,40.4,38.1,2.3,21.2,21.7,28,0.473,85.3,0.299,7.6,0.756,13.5,27.9,24.5,9.5,15.4,107.6,108.9,96.2,0.534,0.486,0.5,0.06
"881","1992-93","NBA","Golden State Warriors","No",0.415,42.4,38.7,3.6,21.6,25.1,25,0.482,88,0.35,10.4,0.717,14.9,29.1,24.5,8.5,17.7,109.2,110.2,99.5,0.543,0.502,0.501,0.05
"882","1992-93","NBA","Sacramento Kings","No",0.305,41,37.8,3.2,22.7,25.4,26.5,0.463,88.6,0.332,9.6,0.762,13.9,27.8,25.3,9.4,16.6,106.5,109.6,100.8,0.53,0.481,0.502,0.17
"883","1991-92","NBA","Boston Celtics","Yes",0.622,43.2,41.9,1.3,18.9,20.6,29.2,0.492,87.8,0.306,4.4,0.808,13.4,31.5,25.3,7.8,14.2,110.8,107,95.8,0.544,0.5,0.469,-0.21
"884","1991-92","NBA","New York Knicks","Yes",0.622,40.4,37.9,2.5,18.3,23.2,27.3,0.477,84.7,0.325,7.5,0.734,14.5,30.4,26,7.7,15.1,108.3,104.2,92.9,0.531,0.491,0.471,-0.22
"885","1991-92","NBA","New Jersey Nets","Yes",0.488,42.4,39.6,2.7,17.9,22.4,25.6,0.458,92.4,0.334,8.2,0.732,18.4,29.2,23.6,9,17,107,108.7,98,0.51,0.473,0.488,0.15
"886","1991-92","NBA","Miami Heat","Yes",0.463,39.7,36.6,3.1,22.4,22.2,24.4,0.461,86.1,0.342,9.2,0.79,14.5,28.9,21.3,8.2,16.8,106.7,110.9,97.7,0.532,0.479,0.508,0.27
"887","1991-92","NBA","Philadelphia 76ers","No",0.427,38.9,36.1,2.8,21.4,19.3,27.6,0.471,82.5,0.334,8.3,0.775,12.9,28.2,21.4,8.4,15.1,108.3,109.7,93.7,0.539,0.488,0.496,-0.07
"888","1991-92","NBA","Washington Bullets","No",0.305,41,39.2,1.8,18.5,22.6,26.1,0.461,89,0.272,6.5,0.778,13,28.6,24.5,8.7,15.3,103.9,108.4,97.7,0.514,0.471,0.493,0.11
"889","1991-92","NBA","Orlando Magic","No",0.256,39.3,36.9,2.4,20.6,24.1,26.6,0.453,86.6,0.324,7.4,0.746,14.3,28.4,21.9,7.8,16.9,103.5,110.5,98,0.514,0.467,0.502,0.4
"890","1991-92","NBA","Chicago Bulls","Yes",0.817,44.4,42.7,1.7,19.4,20.6,27.6,0.508,87.4,0.304,5.5,0.744,14.3,29.7,27.8,8.2,13.3,115.5,104.5,94.4,0.556,0.518,0.476,-0.37
"891","1991-92","NBA","Cleveland Cavaliers","Yes",0.695,41.8,38.7,3.1,22.2,19,27.6,0.488,85.7,0.357,8.6,0.805,12.7,29.9,27.6,7.5,13.1,113.9,108.2,95,0.557,0.506,0.483,-0.11
"892","1991-92","NBA","Detroit Pistons","Yes",0.585,38.9,36.9,2,19.1,20.1,30.1,0.465,83.7,0.314,6.4,0.743,14.8,29.5,23.2,6.7,14.8,107.5,105.3,91.6,0.52,0.477,0.468,0.01
"893","1991-92","NBA","Indiana Pacers","Yes",0.488,42.7,38.6,4.1,22.8,26.1,26.4,0.494,86.3,0.354,11.5,0.79,13.2,31.3,29.2,8.6,17.1,111.7,109.9,99,0.566,0.518,0.483,-0.04
"894","1991-92","NBA","Atlanta Hawks","No",0.463,42.6,40,2.6,18.5,21.6,27.2,0.467,91.2,0.313,8.2,0.731,15.7,30.5,25.9,9.7,15.3,107.3,108.9,97.8,0.519,0.481,0.497,0.35
"895","1991-92","NBA","Milwaukee Bucks","No",0.378,40.5,36,4.5,19.5,23.2,30.2,0.46,88,0.369,12.3,0.759,15.8,26.5,24.6,10.5,16.5,108.8,110.6,95.5,0.529,0.486,0.514,0.26
"896","1991-92","NBA","Charlotte Hornets","No",0.378,44.1,42.6,1.4,20,22.2,25.2,0.477,92.3,0.317,4.5,0.755,14.2,28.9,27.9,10,15.5,107.1,110.9,101.7,0.527,0.485,0.51,0.33
"897","1991-92","NBA","Utah Jazz","Yes",0.671,41.2,39.3,1.9,23.9,21.3,28.5,0.492,83.7,0.345,5.6,0.788,13.4,31,26.7,8.7,15.4,112.2,105.6,95.5,0.557,0.504,0.475,-0.69
"898","1991-92","NBA","San Antonio Spurs","Yes",0.573,41.2,39.7,1.4,20.1,21.9,27.3,0.476,86.5,0.292,4.9,0.736,15,31.1,24.5,8.9,16,107.5,104.1,96.2,0.528,0.485,0.469,-0.51
"899","1991-92","NBA","Houston Rockets","No",0.512,39.9,35.9,4,18.2,21.6,28,0.475,84.1,0.343,11.7,0.738,13.1,29.7,25.1,8,16.8,106.2,108,95.1,0.537,0.499,0.477,-0.22
"900","1991-92","NBA","Denver Nuggets","No",0.293,39.8,38.2,1.5,18.6,24.2,25.7,0.442,90,0.301,5.1,0.738,16.5,28.7,18.9,9.4,17.6,100.7,108.6,98.6,0.493,0.451,0.494,0.28
"901","1991-92","NBA","Dallas Mavericks","No",0.268,38,34.8,3.3,18.3,22.8,28.2,0.439,86.6,0.336,9.7,0.75,14.6,29.7,19.9,6.5,14.7,103,111.1,94.4,0.501,0.458,0.483,0.18
"902","1991-92","NBA","Minnesota Timberwolves","No",0.183,41,39.5,1.5,16.8,22.8,26.4,0.458,89.5,0.32,4.8,0.743,14.2,26.4,24.7,7.5,14.1,105,112.4,95.1,0.505,0.467,0.497,0.2
"903","1991-92","NBA","Portland Trail Blazers","Yes",0.695,42.4,38.4,4,22.7,24.2,28.1,0.473,89.7,0.344,11.5,0.754,15.8,31.1,25.2,9.2,16.2,111.4,104.2,99,0.541,0.495,0.471,-0.33
"904","1991-92","NBA","Golden State Warriors","Yes",0.671,45.9,42.8,3.1,23.7,25,25.5,0.507,90.6,0.333,9.3,0.746,13.9,29,25.2,10.4,16.5,113.6,109.9,103.4,0.568,0.524,0.499,-0.14
"905","1991-92","NBA","Phoenix Suns","Yes",0.646,43.3,40.6,2.8,22.7,22.6,27,0.492,88,0.381,7.3,0.776,13.3,31.2,26.9,8.2,15.1,112.1,106.2,99.4,0.556,0.508,0.471,-0.26
"906","1991-92","NBA","Seattle SuperSonics","Yes",0.573,41.2,38.7,2.5,21.6,23.8,27.3,0.474,86.9,0.317,7.9,0.783,15.6,27.5,22.9,9.5,16.1,110.7,108.8,95.4,0.538,0.489,0.491,-0.02
"907","1991-92","NBA","Los Angeles Clippers","Yes",0.549,40.8,39,1.8,19.5,22.8,27.3,0.473,86.3,0.289,6.1,0.72,13.8,29.2,25,10,15.5,105.8,104.7,96.5,0.524,0.483,0.475,0.03
"908","1991-92","NBA","Los Angeles Lakers","Yes",0.524,38.8,37.4,1.5,21.3,18.8,28.3,0.456,85.1,0.267,5.4,0.766,14.1,26.8,22,9.2,13.3,107.7,108.9,92.5,0.516,0.465,0.493,0.15
"909","1991-92","NBA","Sacramento Kings","No",0.354,40.8,37.9,2.9,19.7,21.5,25.1,0.466,87.7,0.353,8.2,0.747,12.9,28.7,23.9,8.9,16.6,103.9,109.9,99.6,0.525,0.482,0.493,0.44
"910","1990-91","NBA","Boston Celtics","Yes",0.683,45.1,43.7,1.3,20.1,20.7,28.2,0.512,88,0.315,4.2,0.824,13.3,32.9,26.3,8.2,16.1,112.6,106.7,98.5,0.565,0.52,0.465,-0.6
"911","1990-91","NBA","Philadelphia 76ers","Yes",0.537,40.1,37.7,2.4,22.8,19.9,28.4,0.475,84.5,0.316,7.5,0.79,12,30.4,22.2,8.3,15,107.9,108.1,95.7,0.542,0.489,0.489,-0.21
"912","1990-91","NBA","New York Knicks","Yes",0.476,40.3,38.1,2.3,20.2,21.5,28.1,0.485,83.2,0.332,6.8,0.77,12.8,29.7,26.5,7.8,16.8,107.1,107.3,95,0.544,0.498,0.489,-0.2
"913","1990-91","NBA","Washington Bullets","No",0.366,41.3,40.7,0.7,18,23.5,26.5,0.466,88.6,0.194,3.5,0.729,14.3,29.1,25.4,7.2,16.6,103,108.1,97.5,0.509,0.47,0.478,0.14
"914","1990-91","NBA","New Jersey Nets","No",0.317,40.4,38.4,2,20.2,23.8,26.2,0.444,91,0.275,7.1,0.739,17.1,28.6,21.7,9.1,17.4,102.9,107.4,99.3,0.5,0.455,0.478,-0.02
"915","1990-91","NBA","Miami Heat","No",0.293,40,38.3,1.7,20.1,25.4,24,0.459,87.1,0.302,5.7,0.715,15,28.1,23.2,9.2,18.9,102,108.1,99.3,0.512,0.469,0.491,0.08
"916","1990-91","NBA","Chicago Bulls","Yes",0.744,44.3,42.4,1.9,19.6,21.4,26.9,0.51,86.9,0.366,5.2,0.76,14,28.6,27,10,14.4,114.6,105.2,95.6,0.56,0.521,0.488,-0.53
"917","1990-91","NBA","Detroit Pistons","Yes",0.61,39,37.4,1.6,20.6,22.8,30.5,0.465,83.8,0.298,5.4,0.763,14.7,29.9,22.3,5.9,14.4,108.2,104.6,91.9,0.523,0.474,0.464,-0.19
"918","1990-91","NBA","Milwaukee Bucks","Yes",0.585,40.7,37.6,3.1,21.9,24.8,29.3,0.48,84.7,0.341,9.2,0.801,13.2,26.4,25.3,10.9,16.1,109.7,107.2,96.1,0.55,0.499,0.5,-0.15
"919","1990-91","NBA","Atlanta Hawks","Yes",0.524,40.8,37.5,3.3,24.8,21.6,29,0.464,88.1,0.324,10.2,0.8,15.1,29.5,22.7,8.9,15,110.9,110.1,98.6,0.54,0.482,0.509,-0.05
"920","1990-91","NBA","Indiana Pacers","Yes",0.5,42.1,39,3,24.5,25.5,26.4,0.493,85.3,0.332,9.1,0.811,12.4,29,26.6,8,16.5,111.7,112.1,99.4,0.566,0.511,0.503,0.02
"921","1990-91","NBA","Cleveland Cavaliers","No",0.402,39.7,37.8,2,20.3,20.4,26.8,0.475,83.6,0.334,5.8,0.765,12.3,28.4,27.3,7.8,15.6,106.1,108.7,95.1,0.534,0.487,0.497,0.14
"922","1990-91","NBA","Charlotte Hornets","No",0.317,40.1,38.5,1.6,21,23.7,25.5,0.467,85.8,0.314,5.1,0.779,12.5,26.8,24.6,9.3,15.7,105,110.4,97.3,0.526,0.477,0.504,0.3
"923","1990-91","NBA","San Antonio Spurs","Yes",0.671,41.6,40.6,1,23,23.1,26,0.488,85.2,0.273,3.6,0.766,13.8,32.4,26.1,8.2,17.6,107.8,103.3,98.6,0.544,0.494,0.463,-0.21
"924","1990-91","NBA","Utah Jazz","Yes",0.659,39.2,37.4,1.8,23.8,21.9,28.7,0.492,79.7,0.323,5.6,0.789,10.6,30.2,27,8,15.9,108.6,105.1,95.3,0.559,0.503,0.473,-0.15
"925","1990-91","NBA","Houston Rockets","Yes",0.634,41.5,37.6,3.9,19.9,22.9,27.3,0.467,88.9,0.32,12.1,0.741,15.5,30.6,23.2,9.7,17.1,107.4,103.9,98.5,0.53,0.489,0.469,-0.23
"926","1990-91","NBA","Orlando Magic","No",0.378,40.2,36.9,3.3,22.2,24.1,26.1,0.455,88.5,0.358,9.2,0.743,15,29.6,22.1,7.3,17,105.9,109.9,99.5,0.521,0.473,0.493,0.18
"927","1990-91","NBA","Minnesota Timberwolves","No",0.354,39.8,38.5,1.3,18.7,22.7,26.2,0.449,88.7,0.283,4.6,0.735,15.5,25.8,23,8.7,13,106.7,110.9,92.3,0.499,0.456,0.502,0.18
"928","1990-91","NBA","Dallas Mavericks","No",0.341,39.6,37.2,2.4,18.4,22.4,30.6,0.471,84,0.322,7.3,0.761,12,28.8,22.2,7.1,14.5,105.5,110.3,94.2,0.528,0.485,0.495,0.31
"929","1990-91","NBA","Denver Nuggets","No",0.244,47.6,43.9,3.7,21,27.3,26.5,0.44,108.1,0.283,12.9,0.763,18.5,30.9,24.5,10.4,16.2,105.2,114.7,113.7,0.498,0.457,0.524,0.6
"930","1990-91","NBA","Portland Trail Blazers","Yes",0.768,43.6,39.5,4.2,23.3,24.1,27.9,0.485,89.9,0.377,11,0.753,14.7,31.2,27.5,8.8,16,112.8,104.3,100.5,0.554,0.509,0.473,-0.21
"931","1990-91","NBA","Los Angeles Lakers","Yes",0.707,40.8,38,2.8,22,18.6,28.4,0.484,84.3,0.304,9.1,0.798,13.1,29.8,25.5,7.8,14.7,112.1,105,94.1,0.551,0.5,0.474,-0.01
"932","1990-91","NBA","Phoenix Suns","Yes",0.671,43.6,41.9,1.7,25.2,22.6,26.9,0.496,87.8,0.319,5.3,0.77,13.8,31.7,26.9,8.4,15.9,112.6,106.1,101,0.558,0.506,0.474,-0.06
"933","1990-91","NBA","Golden State Warriors","Yes",0.537,43.5,40.2,3.3,26.4,26.9,26.5,0.485,89.6,0.337,9.8,0.783,13.6,28.1,23.8,9.8,16.6,111.9,110.3,103.6,0.559,0.504,0.497,0.09
"934","1990-91","NBA","Seattle SuperSonics","Yes",0.5,42.7,41,1.7,19.6,24.1,26.2,0.492,86.8,0.319,5.2,0.75,14.9,26.5,24.9,10.5,17.1,109.7,108.5,96.2,0.542,0.501,0.503,0.08
"935","1990-91","NBA","Los Angeles Clippers","No",0.378,41.4,40,1.4,19.5,24.9,25.1,0.464,89.2,0.26,5.3,0.702,15.2,30.5,25.8,8.8,17.5,103,106.5,99.9,0.511,0.471,0.481,0.29
"936","1990-91","NBA","Sacramento Kings","No",0.305,37.6,35,2.6,18.8,25.3,25.9,0.453,83.1,0.374,7,0.732,12.5,27,24.3,7.7,15.5,102,109.1,94.7,0.512,0.468,0.481,0.51
